uuid,date,review,rating
7dd5e4b6-970e-43e6-9ba8-228ab33bce9c,2023-03-04 15:49:53,It’s a good concept but there are a few things that ABSOLUTELY MUST BE FIXED first of all I’ve had over 30 matches and out of them maybe 4 have actually responded why are people on here and matching with someone if there not gonna talk second I try to play this stupid speed dating thing every single week and it always says there are over 3500 people playing and 200 in my area yet it constantly says there’s no one in my area so I can’t play . It’s ridiculous.. there should be some sort of penalty for people matching with your not even bothering to talk if you can’t make the first move,1
fdf01b85-facb-43cb-b70e-16cc6bbbbd71,2022-12-06 02:07:16,"I’m 21 years old and got banned off this stupid app because someone reported I was under 18 when I’m not and bumble refused to do any type of verification process before just banning me; therefore, I wouldn’t use this app because if some decides to report you bumble will just listen to them without doing any kind of verification process for you to prove you’re over the age of 18

Bumble I don’t know if you are going to respond to this again but no I’m not going to do that do you wanna know why? Because when I try to y’all just said oh it’s because you’re under 18 when I’m not you guys have no customer service number no email you guys are a terrible dating app",1
d0730acc-5f48-4561-b0b2-b22cef7f3ba8,2023-04-18 22:29:23,The app interface seems pretty decent I haven’t unlocked all the features just yet wish they offered a trial period because it’s kind of pricy for something you’re going blind into,5
5a368628-5387-41aa-aae8-0d822b962cb0,2023-04-13 11:11:48,"This app is so quick to ban someone because they put an Instagram handle, all the girls do that and literally almost all the profiles are girls shaming guys for anything and everything and they don’t ever get reported…sometimes these women will have racist bios and it’s ridiculous this is a feminist app and all these girls get away with whatever they want and the guy gets his money taken. If you try to report someones profile for promoting misandry you get blocked..that’s so dumb.",1
40b647eb-6c7e-4c44-92f0-896cba715295,2022-11-03 22:53:19,There was another review on here saying how it doesn’t allow guys to text girl even if they add each other which is ridiculous this has to be the dumbest app you can get to meet people get Wiz instead they’re not money grabbers like these guys.,5
7b7f3deb-454a-49f4-b3a6-562f3d006051,2022-12-22 19:18:46,"This app really needs work on photo verification, I’ve sent multiple pictures to get verified denied every time even thought it’s me.. I’ve contacted support but I got the same generic response, I tried again today for the last time same outcome had to cancel membership no need to pay for no reason. Either the system is racist or I’m just too ugly for the program to notice me for verification I guess hmm…",1
a0974dea-860f-449c-90f8-dea4261400e1,2023-09-11 03:16:53,"Let’s try this again since my last review was deleted Bumble, like many other dating apps, employs a freemium model, offering basic features for free while enticing users to pay for premium services. While profitability is essential for any business, Bumble's strong emphasis on monetization at times overshadows the user experience. The continuous push for premium subscriptions and in-app purchases can sometimes detract from the platform's primary purpose of connecting individuals.

Bumble's unique approach and focus on female empowerment have contributed to its popularity, it is important to acknowledge the impact of its profit-driven approach on customer experience. The app's heavy emphasis on monetization, limited free features, technical issues, inadequate customer support, and intrusive advertising are areas where Bumble falls short in prioritizing its user base. As a consumer, it's crucial to consider these factors when deciding whether Bumble aligns with your expectations and preferences for a dating app. That being said look forward to the generic response of contacting customers supporting via Facebook, twitter 😩😩",2
d763426c-02dd-4def-bda6-dfea92df474e,2022-02-27 20:12:18,Not only did I have to pay through itunes which is my least preferred method of payment (would way rather just enter my credit card or use Apple Pay) but I paid $7.99 for bumble boost and i checked my bank account payment was posted and i went into bumble app and the unlimited extends feature WAS NOT UNLOCKED I GOT SCAMMED BY THIS APP. Will be disputing the charges with my credit card if this is not fixed immediately . UPDATE Bumble support never got back to me after contacting them via multiple avenues so I had to contact my bank and cancel the charges.   They also intentionally designed the app to swipe left on the slightest touch to the screen so that you accidentally miss a match and have to buy bumble boost my review is still one star I would give zero stars if I could,1
699a5fd7-3fe9-4f1d-8615-64db333f1405,2022-11-05 16:38:17,"Bumble use to be awesome when it first dropped, now you get 5 swipe rights unless you pay, it’s full of people who “never on here follow my insta”, a month or so back all the matches just stopped or if you do match they just time out after 24hrs, seems like it’s turned into a money grab instead of focusing on being a good dating app to help their community! I’d rather use tinder or Hinge at this point because it’s just not worth even trying bumble unless they fix whatever stupid decisions they made a few months back!",1
e5987357-d1c5-4574-9f26-649ce762f709,2021-12-25 07:46:09,"If you’re working 40+ hours per week, it’s gonna be hard to meet someone when you have a limited time to “go out.” With Bumble at least, at the minimum, it puts you on the radar —> that you are single and interested in meeting someone 🙂",5
970b01f8-54a5-4f63-b1e4-197e672f6659,2023-10-06 19:16:46,"It seems like every dating app is pay to play nowadays and that’s fine - but Bumble has become just another micro transaction money grab scheme; constantly bombarding me to purchase “Spotlights” and “compliments”, pushing the narrative that my projected success on the app hinges on spending more money for greater visibility. 

A $30 monthly subscription obtains only the most basic features like unlimited swipes, 5 superswipes (which supposedly gain a greater level of attention from potential matches) and 1 spotlight per week. If you want any greater visibility it’s $60 or more per month which is absurd for a mobile dating app. 

Speed dating almost never works, and after “searching for matches” and “expanding search distance” comes back with a prompt to buy spotlights at $2 a pop, which actually bare zero relevance on the speed dating function - yet another sign of a money grab scheme preying on a man’s loneliness. 

Overall I have not had much success with this app, and while I readily accept my part in that, I have to say a lot of it comes down to an app which seems far more focused on gatekeeping and maximizing profits over quality of user experience, especially for male users. 0/10 would not recommend this experience to anyone I know. I’m better off at a bar.",1
18b7271e-d0fa-4c51-adb3-2ac08b8dac0c,2022-08-24 01:27:29,It not a good Choice someone asked me to verify my picture 25 pictures later still can’t get back to the main page after six emails they still will not fix it but they will get their money so my choice would not to sign up with Bumble,5
a441f2bb-baad-4f46-9266-bb4b64369266,2023-02-18 19:13:00,"I tried to log onto the app, but every time I log on it, it won’t let me go into it and most of the times it will work, but the problem I have with it’ll stay on the screen with the login options and I did an update for the app but I’m still having the issue’s and this issue has to be resolved because this is ridiculous.",2
025da8a0-1b00-4586-8cd4-ab8f859c0d3c,2023-10-07 22:24:47,"The app is good, easy to scroll by…
however, at least in my case, it has successfully accomplished its purpose, thanks to it, I met the love of my life about 8 months ago, we both swiped, I hit him up first, ended up in one marvelous date that turned into more dates and lastly a wonderful relationship, I love my boyfriend and never thought I would meet someone as lovely as him thanks to bumble. ❤️❤️",5
d043dad7-9507-459e-9ca8-2068f3c92d23,2023-06-10 02:48:38,"Somehow, no matter how hard I try to only use it for hook ups, Bumble finds someone that makes me reconsider what love looks and feels like, the second try healed wounds from the first. I found someone to make me whole and when that left I returned calloused from past pain, only wanting to hookup, but instead I found someone that changed my world again.",5
602d6c4e-f797-4027-b118-c1098fbc0d2b,2022-05-16 01:04:35,"I loved bumble, used it more than all my other dating apps because I felt like I had better luck with it. Even used to pay for one of their packages because sometimes I swipe too fast, but then randomly one day I open the app and I was banned 🥲 and I’m not the type to try and get banned and always followed the rules and I truly enjoyed how safe it seemed, but when I tried to appeal it or at least understand why all of a sudden I was banned they refused to tell me and said the decision was final with no reason. This was pretty upsetting mainly because I’ve tried reporting people for being weird/creepy yet I would still see their accounts and somehow I got banned with no explanations.",1
e46054e3-d074-4761-b055-294beba4133c,2023-01-01 23:10:30,"Unless your “tall” (6’-6’5) have colored eyes, light colored skin, that’s the only time you have a chance at getting woman to respond first. Any guy 5’7-5’10 is too “short” apparently, and if you have a semi dark complexion you 100% wont get swiped on or just ignored, the best part of all are the woman on this app who put “text me first” as if the app isn’t designed for woman to be the ones to message first.",2
b92abcef-c6c1-48ea-ae7b-0f55bb19cedf,2021-11-19 19:54:34,"The concept of the app is great, and I've purchased the one-week premium subscription a couple of times over the past few months (I'm not on the app all the time), but I hate how - once the subscription ends - if you didn't use the bonus Spotlight and SuperSwipes that came with the premium plan before the end of the subscription period, you lose them forever. It feels like I'm getting scammed when I can't keep the things that I've already paid for... Annoying.",2
4953a8f4-caa9-4683-86b9-8e8ae3f8e8ad,2022-03-12 06:33:11,I purchased the premium version for one week and I went through all of my likes and had none left and at the end of the week the app updated and it said that I had exactly over 200+ likes so I waited a few days then finally decided to purchase the premium for one month and after my payment went through the number of likes dropped from 200+ to 50 instantly. I honestly enjoyed the app and wanted to continue to use it but after my one month is up I’ll be deleting the app due to the shadiness of the number of likes  just to get you to purchase a subscription 👎,1
6a7482d2-3fa4-4869-8a5c-6263766d5a0c,2022-01-30 06:27:55,"I have used Bumble for a few years now and even though I haven’t found a match, I like the little reminders when I don’t check in after a few days. I really like that you can confirm in real time using pictures that the person your talking to matches there pictures and are not a cat fish (the blue shield). I also like and don’t mind the tracking of my location and find it very helpful when seeing other matches locations to know about how many miles away they are from me ( especially when I don’t recognize some smaller towns or county’s). I do think that part of the app needs an update because my home location isn’t listed as an option and it doesn’t differentiate between different county’s very well ( like my locations of Summerfield, Belleview, Ocala or Wildwood FL).",5
268779ba-7aca-47d7-a997-f482a1401c08,2022-02-21 13:46:51,"I’ve used every dating app at this point and I saw bumble had a deal for permanent members for a 100$ so I bought it.
I kid you not I get 1 match per month on this app and their response was my pictures are blurry. 
I really only date other girls of my culture just to make my parents happy but ya out of all the apps bumble had the weakest results and it’s bad cause I bought premium…

On Hinge I get 1-2 likes per day without premium and as a guy I guess that’s a lot versus the standard 100 per minute a girl gets.

Bumble said: use “clear photos” but my accurate guess is they did something to make my account show up less or they make it so your seen a lot when you first start using the app and when you make purchases. 

Try 
Hinge 
Culture specific dating apps (if you have to please your parents)
Tinder
- Bumble is at the bottom

End experience for a daily user for a month and I’ve had it for about 6 months 
I’ve gotten 9 matches… 

On hinge I’m sitting at about 200 
On tinder I’ve had about 60 ish over that same time using an identical photo setup

Best of luck!",1
990b99ba-add0-469b-ac3d-6675401867f1,2023-10-24 04:52:57,"I decided to test out the paid features for a week, lost two of the five super swipes already to simply trying to scroll and touching the wrong area of the screen for a moment as that button activates immediately. Making matters worse in my opinion, they clearly would rather charge you to fix mistakes than design a better UI. For example if you accidentally decline a match, it is possible using the paid tiers to “undo” that swipe (although it is not possible to undo a right swipe, even if you wanted to go back to actually see the profile). This sort of design leads me to believe that the ease of accidentally activating super swipes is likely intentional design, not an oversight.",2
e08fcb6c-41e5-4bbb-9c1f-a59f86fabe04,2022-10-10 03:09:14,"Having used this app on and off with no success so far, it seems populated with roughly the same kind of people you would expect on Tinder, though the app is made to provide more detail and help ensure you find someone with the right personality, like I tend to want to instead of simply engaging in hookups. However, the dual features of matches expiring after 24 hours and only women being able to respond first to curb harassment makes it rather difficult for people like me, the good-intentioned though usually overlooked users, to be easily ignored. I have actually seen less engaging matches on here compared to any other site, even Tinder, and those matches usually have me requiring to respond first to start anything. It’s a shame because the app is structured well and provides great features, but it fails to let anything flourish for someone that normally does not make first approaches out of fear of rejection but does so on these apps. It can make using the app feel worse than simply doing nothing, something I have experienced multiple times.

Also, I have been both a free and paid user with the same outcome of nothing when using this app as either status.",3
a3fa7375-a60b-4c61-85ab-b73e622d7df9,2023-07-09 14:17:30,"When they say they want women to message first, that’s fine however the biggest thing this app is filled with are sex workers and onlyfans models who are looking for a quick paycheck. Bumble banned me because I didn’t let this girl scam me with getting me to buy her onlyfans content. Essentially this app is ran by the lunatics encouraging women’s horrible decisions, steer clear of this app and use another one unless you want the 9/10 matches you get trying to convince you to get naked on camera, watch their boyfriend do gross stuff to them, or get you to pay for their stuff. I think it’s ironic how they banned me for “Sexual Harassment” over a woman telling me i’m a misogynist for not buying her onlyfans.",2
7f14bb92-f4e0-40c7-ae09-6b455183afac,2023-09-06 04:09:13,"I just got the lifetime premium which I’m so glad is an option and I’m enjoying the improved experience; still, at night and early mornings when I most want to be online I can only do so for 15 minute intervals because the eye strain of not having a Dark Mode is significant. Also I wish (Ultimate) Frisbee was an interest option.",4
38c6246f-48a8-493f-9822-71b0d62ec6cb,2022-12-09 16:37:09,"Once we reach the end of the accounts in our area, we’re asked to increase our distance I don’t think we should have to do that I think we should be able to recycle the ones that we said no to and the ones we said yes to an a chance for a greater connection in the future",4
d2a73d5d-953b-4205-992b-60a325519db3,2022-04-15 01:03:36,"I’m not a big fan of online dating but bumble seems to be the best out a flawed system which often leads to both sides trying to take advantage and manipulate the other before they get used and manipulated. However there are a few kind and sincere people who aren’t looking to play games on this app so if that’s what you’re looking for and have a lot of time and patience then you’ve got a shot, and if that’s not what you’re looking for then you’ve got a bigger shot!",4
464bd3a5-67de-4f4e-baf4-9e7cc969cb1f,2023-04-24 13:12:23,"The app works well however…

I received a warning for promoting commercial content, however I had absolutely zero commercial content promotion (i.e. I wasn’t selling or promoting anything), yet many people promote their OF profile or direct people to their insta profile.  Whether this was an AI scan or a legit report from someone - they need to be more transparent about how their reporting works because their current model is “guilty until proven innocent”",1
d0a8aa67-6fc5-49b4-b4e0-bbdbf117c1f8,2022-05-31 22:52:25,"For example: location preferences don’t seem to work very well; also very frustrating how potential matches can pile up (even into the hundreds) without the app ever showing a single one to swipe on - only seems to be temporary though. the verification feature is nice but I’ve seen a few profiles that were “verified” while displaying photos of the same person - still, it’s helpful that you can filter out most (if not all) of the fake profile by choosing to see only other people who are verified",3
308a8e73-afc2-491b-a9cb-278b090dac3d,2023-08-14 04:09:00,"Listen we all know there’s a large percent of people on this app that are only here cause the other banned them (probably for no good reason) i like the function of this app and it normally works well except for the worst feature; the expiring matches, I have missed so many matches with awesome people because i was busy in the 24-48 range you get to message someone. It is ridiculous and not helpful for meeting people especially when you have adhd like I do",3
59207826-a8b9-4b39-91f2-ca796afc9f78,2022-01-03 07:29:58,"My Bumble account was “moderated” - meaning my bio was deleted entirely- simply for having the words “kink-friendly (Dom/sub)” in it. After changing the wording to reference only D/s, my account was blocked. When I reached out to the customer service/feedback team, they refused to provide any transparency into their decisions and instead kept referring me back to their opaque “guidelines,” which effectively give them unlimited power to delete your content or block you for any reason, based on their sole judgment. Bumble claims to be supportive of all sexual orientations and gender identities, but this does not extend to people who openly and decently communicate their kink identities only to other people who choose to engage with them about those interests. This ought to be illegal.",1
73959e2a-cb74-425a-817e-d2023a28f2cc,2022-07-05 14:28:23,"Before being able to continue to swipe, bumble forced me to affirm my gender but to add insult the option for BIOLOGICAL WOMAN does not exist but rather the made up terms those in society with gender mental illness made up for biological women is an option. I’m not a cis woman, that term doesn’t exist because it was made up. How dare bumble an app that’s entire premise is to give women power in dating literally exclude the actual woman that exist under science, biological women who have ovaries and can actually procreate as female in the human species or better yet not to insult those who can’t have babies, those with the XY Chromosomes. It’s insulting and the opposite of female empowerment. You can’t be an app for women and only list non women as women and use made up insulting terminology to identify women. Biological women need to start coming after companies like this to defend ourselves and protect the future of our children.",1
b1cfaeea-dfd4-434a-aab1-5d877a42e8ef,2023-01-19 22:03:20,Me and this woman matched and I like how it has the females have to msg first however after a certain time of you both being matched and no msgs I think it should allow the male to msg first. Cause I really think this person seems cool and would love to connect with them and maybe even take them on a date to see where things go but I can because there is no socials linked and I can’t msg them no matter how many times I extend our match.,3
55e58bc6-ff9f-4f67-a1f7-6d4341c20066,2023-05-08 02:20:45,"Guys not trying to be a downer but dear god $120 for 3 months.
Why not just call it sugar daddy’s R us and at least be honest.I mean half the females are just insta ho’s lookin for money anyway your already 70% of the way there.(not blaming the app for the clientele just saying) I remember when this app was reasonably priced a few years back so I thought I’d give it another shot saw the prices just to see who likes you and noped outta there. Also yes you do occasionally put them in the deck for the opportunity to match for free users but they don’t stay in the beeline long enough in most cases due to running out of swipes making it extremely impractical if unwilling to pay those crazy prices. I know you need to make money but you’ve priced out half the under 40 community at least.",1
ecb69384-4a6c-46fb-b1f6-5a1cff52634e,2022-08-08 00:09:21,"Can you provide an explanation as to why its so expensive for premium features?? Other apps with similar features do not charge as much, just hard to justify why I would pay almost 50 dollars a month to see who likes me.. so i’m curious to hear from developers as to why it costs so much. I know I can use it for free, and I do, but from a business perspective, if you cut the cost in half, im sure more than double the people would opt in it… 20 bucks from 10 people is the same as 10 bucks from 20 people.. no way your market research shows that 45 bucks a month is the optimal pricepoint…",3
d692027d-41be-4bc2-93c5-3ea64c382fcf,2022-02-09 20:34:06,"I have tested this twice already, you pay for the subscription then they scam you by blocking the account so you can pay another subscription. Genius scam for such a failing company to rescue what’s left of the failed IPO and save the leftover shareholders. I will file a BBB complaint  ( not that it matters to them ) to attempt and get my money back that I never got to use, I deeply pray I can do a class action lawsuit so anyone who got scammed by them get their money back.",1
345faa66-25a1-421c-b710-48d7c2b73c63,2023-03-28 10:12:44,"I made a lot of good people, one thing I don’t like about it is, when you match for the person, the lady has to reply your message first and sometimes they forget to send a message which limits people from imagine really 24 hours range",5
2fbcdf5d-5b58-432a-a1fd-6809f6ae2347,2023-01-21 15:31:20,"I don’t mind using a site to find a connection but it’s pretty annoying that as a curvier woman, my pictures are removed every time I’m in a bathing suit or in a dress with cleavage showing. I’ve written about the moderation a few times and how the algorithms aren’t very accessible or friendly for women who have a delicious curve to them, but nothing seems to work. If you app isn’t accessible, that’s problematic, no?

UPDATE: Moderator response continues to be contact us “if you think we’ve made a mistake.” I have contacted Bumble to complain directly at least three times about this and have the email chains to prove it. If the algorithm is not going to be updated so it doesn’t find my bikini pictures on the lake “revealing”(despite seeing thinner women in the same attire with their pictures cleared), I’d rather not reach out every time this happens.",3
ed853111-4d39-4ed9-814c-6352dd6a6569,2023-09-12 14:23:01,"App is fundamentally unusable without premium severely limited likes all features paywalled, constant bots and repeated profiles and algothrim prioritizes profiles that don’t match what searching for and ignores filters.

Update: if I possible I would rate zero start developer contacted to say contact support showing they have bots go thru reviews to make it seem like they care. How would support work will they actually let me use the app instead of overcharging just to like a person?",1
0f5deb0d-4fdd-4ce4-8d92-24edadb82c6a,2021-12-30 16:24:48,"the app only shows fake or inactive profiles of models trying to trick you into paying to reveal the actual girls who like you who they would never show you, since they only show fake model women.. nice scam. 

unless you're a model and therefor don't need this app, then guess what, you don't need this app since it won't be of any use and will never even show your profile or show you the profile of anyone real.

there should be criminal charges for lying and wasting this much human time or at least a class action lawsuit",1
a4a1fcd9-95ef-47e4-b8d0-2e234c7ad698,2022-03-03 23:18:20,"I recently redownloaded this app and I had to make my profile twice with two different methods (Phone number and Apple ID) and it keeps logging me out/deleting my account and asking me to start from scratch, I have tried so many times and it won’t let me login, I even contacted Bumble and addressed the issue but I got nothing back from them. I deleted the app and I won’t recommend it to anyone.",2
430a3e58-7910-4cde-8236-5b10f9f2b3b6,2023-05-09 12:46:05,"Dear App Store Support Team
I am writing to express my frustration with Bumble's recent actions regarding my profile pictures. As an avid duck hunter, I have always enjoyed sharing photos of my hunting trips with friends and potential matches on the app.
However, I was shocked to find that Bumble had taken down several of my pictures that featured me with my hunting gear and the ducks I had taken. The app cited a violation of their community guidelines, but I fail to see how my harmless hobby could be considered offensive or inappropriate.
I understand the importance of maintaining a safe and respectful online community, but I feel that Bumble's actions in this case are unjustified and arbitrary. It is unfair that my legitimate interests and passions are being censored by an app that claims to promote openness and inclusivity.",1
deb8f589-71c8-496a-9c35-ce1bf20d9444,2023-05-02 04:20:41,This used to be my go to for dates and has worked effectively but recently there seems to be no filter regarding guys posting/saying they’re girls ( I DONT WANT TO DATE A GUY)  I get ads after every swipe and even if I don’t use the app for a few days I come back and only get like 5 swipes. I get this app needs to make money with ads but I don’t need to see them after every swipe or try to be forced to buy premium cause they only allow 5 swipes per day,1
a6d99e8b-8795-42f1-9333-49dba3664e6f,2023-07-15 11:54:57,"Pros: easy to use, nice design, i like that people cant message you unless you match and they cant keep hounding you if you dont respond

Cons: you can only have 5 interests which isnt many. I hate that they make women make the first move; as a girl who’s ALWAYS had to make the first move, i wish theyd let either person do it.",3
3f79a9f6-7f8e-416e-b763-145c447c2b65,2022-11-02 11:32:28,"They give you a limit on all the people you can give likes to and then don’t tell how long it will take to Start liking people again, and i don’t know if I’m just ugly or what but only two people liked that wouldn’t be an issue if could see the people that liked me, instead I have to pay 24 buck just for a week to see people that like me",2
4b83a95a-7566-49ff-a1f5-5874850a2d17,2022-09-09 15:44:52,"Under Bumble’s Values and Allyship category, there’s a bias towards Liberal values only (apart from Human Rights). Though a large percentage of Bumble users are Conservative, there are no options for Conservative values or causes, such as pro-life, free speech, 2nd amendment, or health freedom. 

A recent pop-up in the app asked me to click a button to show I was pro-choice giving me no other option. This not only completely ignores and discriminates against people of other views, but attempts to push one view as the only acceptable view onto users. Don’t pretend to be inclusive when it comes to things like gender identity options, and then disclude a large percentage of the population on your app.",2
94404989-f5eb-4c30-9e01-73dce8d23119,2023-09-10 04:51:59,Tbh all the time when I’m on bumble I enjoy talking to different people from all over the world and I see that when I’m on the app if they match with me I talk to them in a nice way if it’s dating I make sure to stay safe from danger,5
1092195a-2f02-4bb6-8478-ec8eecff8cc9,2023-01-29 15:56:33,"Like the title states, literally have to pay to match, or stay on the app for hours. Tested this by quickly swiping left on over 200 profiles, and not one of the profiles that swiped right on me were in there. Had I actually spent the time to read all of them ( like I normally would) I would have spent hours on this app. Back to bar hopping 🤷‍♂️

ADDITION TO OG REVIEW
And their customer support is a joke 😂 getting generic emails like  “ I sincerely apologize for any inconvenience caused because of this” and when you email back, it’s literally the same response or something like “we see you’ve deleted your profile before we could help, if you want to come back we can recover your profile for up to 28 days” but when I tell them to recover it so they can help, crickets… app is trash filled with bots.",1
2e448f3f-0919-417c-b186-ace1537459e6,2021-11-11 09:52:33,"Great place to meet women who are typically disgruntled, boring, or pretentious so that you can engage in sporadic, banal, and evasive conversations. True love truly lays just over the horizon thanks to Bumble! I continue to use this app solely out of morbid curiosity to see how many unfortunate souls are desperately clinging to this horrific app as their last hope lifeline to romance.
     It has been undeniably confirmed that emotionally fragile people suffering from depression or low self esteem should unequivocally NOT use Bumble or any dating app as it further amplifies mental health issues! Make no mistake, this app is to make money and does not care of individual happiness. Please don’t fall for this scheme.",1
d96803c9-2b99-41d1-8233-d9fa1b954095,2022-03-21 21:37:44,"I’m impressed, I joined less than 24 hours ago, and already have a date with woman that seems amazing- I should probably wait to rate the app until after I meet her, but I’m an optimist!",5
e910e76d-5b97-402a-9aa7-887c3d4af75e,2022-04-03 01:55:18,Trying to hold matches bad app they want you to pay for it so bad and wont download often really a terrible app design and execution. More hype then actual product thats meant to do anything Im adding to this because I used bumble again hoping for something different I swiped once and said I was out of swipes I have a bunch of potential matches but whenever I do it gives me less likes this app really is predatory and tries to get people enticed to buying the app. It’s incredibly insidious and horrible practice.,1
d5565b33-1296-4bbb-b49a-70861bda6092,2022-09-13 10:30:32,It’s like tinder but worse especially when you get a match women don’t like responding and when they do it’s like you’re talking to a brick wall men if you’re looking to be depressed go ahead and download the app,5
59b0107e-82eb-44fb-b728-3dfbae2ac352,2023-01-04 15:19:13,"Dear Queen Bee of Bumble, 
  I live on the Connecticut shoreline and my bee feed is over filled with people B’s from Long Island, (which is very time consuming and hence difficult to commute back and forth from) so I’m constantly swiping left. 
 Bumble users could benefit from a setting that lets the user Bee “select or remove certain regional areas” from their search settings. 
  Bumble also offer a subscription and a paid spotlight feature, which I get “likes from people B’s well beyond my selected (miles) area of interest- location”. 
 (If someone is looking to date 100 miles away and I’m only interested in a 25 mile area-we shouldn’t be seeing each other’s profiles) especially when being charged for this “boost”

Selecting locations and regions should be a feature, it’s more like a nightmare if you live on the Connecticut shoreline. 
 This technical oversight should be an easy fix and help people B’s find their match, not just where I’m from, but everywhere. 

🐝 -RM",1
c47aabc2-1fff-452f-82c0-1010d3153f44,2022-07-11 03:43:03,So far I really like how easy the app is to use I just wish I would get more feedback from other women I send likes too because it’s annoying having to pay for a spotlight every time and no one will text you during that time period which is off in my opinion.,3
2508c8f2-4b42-4e64-8240-de1920ce837c,2023-06-10 02:17:29,The women on this app will not be able to type out more than five letters or a GIF but expect you to be perfect in every way. This app is making society worse in every way by acting like women can can exhibit no effort and spread toxic behaviors while expecting every man to be minimized for not being the epitome of society. No one at Bumble lives up to the selfishly proclaimed values of gender equally while they let one group devolve into driving another out of the app for profit. You literally have to spend money to be seen on the app and this is why the Bumble dating pool is a cesspool.,1
8749818f-4fe0-493d-b660-40d0bda1d0c3,2022-11-08 19:14:02,"At this point it is literally impossible to upload a photo of myself, every single photo that I have uploaded with zero editing is zero filters has been flagged, I don't know if they think I look fake or what but not even 10 seconds after me posting literally any new photo I take of myself it gets taken down. I don't know if this is a glitch only happening to me or if it's happening to other people as well but I will no longer be using this app",1
eaea27b6-9b54-446f-856a-8375021498dd,2023-09-21 23:04:53,"I love the new mini games where you gotta try to tap the ‘X’ at the top left corner as fast as possible when pop-ups happen every minute or so! The devs were really thinking about challenging the players by putting the X at the top left so you couldn’t really just use your thumb if you’re swiping away one handed, you gotta get your other thumb in the action! Truly an epoch of mobile gaming",4
6a74962b-1b51-416a-b751-315c382b95da,2023-06-18 17:04:09,"It’s got finer control over non-paywall functions than Tinder-as in, I can fill my profile out a bit more, but man, today I logged in, swiped ONCE and was told “You’re out of likes for now” and was prompted to pay monthly if I wanted more. 

There needs to be some sort of hard timer that the end user can see that lets you know “Hey, you’ve got this much time before you can swipe right again”. But that would defeat the point of artificially restricting swipes-and it’s not because Bumble encourages “conscious” swiping. A restriction like this and lack of a visible way to tell when you can swipe again encourages engagement with the algorithm and pushes you to pay their insane monthly subscription cost. 

It’s honestly just gonna drive me to engage with Tinder more or just disengage from online dating apps entirely. Especially when, after you’ve paid that monthly subscription, they trip over themselves to offer you a half priced month the next month, since-again let’s be honest-you’re gonna sub and cancel to avoid getting charged twice. The “50% off” is the real price, but you gotta pay through the nose to get that offer.",3
db3e22f6-c57c-493c-a4aa-37bb9f103858,2023-04-17 03:19:11,"The beeline is still a little buggy sometimes, where I’ll tap a profile and it’ll bring up one nearby. I also really wish there was a way to create custom categories of profiles for myself, for example, I’d like to place profiles of guys who state they have pets in a “folder” because I have animal allergies and don’t think I could date someone with pets right now, but may be able to once I get allergy shots. It would help me declutter the list of profiles so I can focus on ones who make the most sense for me right now, but save ones I don’t necessarily want to swipe left on. With the amount we pay for premium I think this is a reasonable request.",4
dd776e2b-01c3-4821-885a-2585dab37327,2023-09-04 18:50:58,"Bumble unprofessionally and un-provokingly blocked and banned my account. I contacted bumble to gain clarity on this and they’ve refused to explain the reason behind the barbaric treatment and sent me a link to their guidelines which are not specific enough to understand why they’ve treated me so poorly. I’ve thoroughly read through the guidelines, and adhere to them all. I meet the required age, I use my own appropriate photographs and I meet all content and conduct guidelines as well as all other bumble guidelines. I am beginning to think my profile may have been hacked as my phone was misplaced over the last week and I do not have a password on it. Bumble refusing to tell me what the specific issue is/was makes it impossible to be able to effectively appeal or be given a chance to explain any mishaps. Previous behavior is a good indicator of future behavior, as I mentioned above, I have been a successful Bumble user without issues on and off for multiple years now in multiple cities, without issue and the company should take this into consideration. I have recently not done anything differently than I have in the past and have totally adhered to all Bumble required guidelines, leading me to believe that perhaps my account was hacked or mishandled by someone other than myself when being outside of my possession (unknowingly to myself.) I do not deserve this barbaric and unprofessional treatment.",1
4a33a064-039b-45b3-a57a-b2d0819c7904,2021-12-17 21:57:24,"The type of people on this app is declining. The last guy I went out with on this app turned out to be a psychopath or narcissist using girls for whatever use they can fill in their lives, while masquerading as a wholesome single dad. I think with the world events and the state of society, dating apps are actually producing more danger and predators than pre-pandemic. Most people I have met on this app don’t have boundaries, are inappropriate, not serious about their health or well-being or that of others; it’s an app that encourages people to disrespect and take advantage of others due to the convenience, volume of people, and just lack of accountability we see in the world today. I’m enforcing a healthy boundary and refusing any and all online dating.",1
044d31b7-190f-42f0-b92a-b4e78732d723,2022-08-07 20:50:15,"Instead of just ""moderate"" as a middle option, maybe add ""independent left leaning"" and ""independent right leaning"" or ""moderate left"" and ""moderate right"".
I've found that a lot of people call themselves ""moderate"" but still have extreme views to the right or left. 
Political alignment is a very important factor in figuring out compatibility, but people are afraid to align as strictly liberal or conservative, so they just say moderate... But that allows too much room for interpretation (and wasted texting/dating time if this is important to you).",4
e5b314cb-6266-4f36-9f83-57e0d5714329,2022-12-09 01:28:42,Great app but you are limited everyday to few likes and then you gotta come back in 24 hours ….they won’t even let you see first few people that liked you ….it is all money for these developers…probably the worst app for new people to dating.,5
