label,app,date,rating,review,uuid
"high monthly fee: 
half-visible meditation quote notifications: required tapping on the alert",headspace,10/12/20223:30:00 PM,2,"As much as i want to rate this app higher i have found it very frustrating that when i am sent a notification of a meditation quote or advice, only half of the quote is sent and i have to click on it to open the app to see the rest. I thought because of the high monthly price that i would be sent full quotes without having to take the time to click on it and wait for the app to open.This is something i would expect from a free app.",a2eb9661-c2e4-4db5-ba69-184c4b1a77cf
"customer support: unable to resolve the access issues
helpful for sleep and stress management:
content access denied for renewed user: ",headspace,12/5/20227:27:00 PM,2,"I love headspace. This program has helped me with sleep, anxiety, grief for lost loved ones and stress at work and in general.
I would have given a 5 rating in early November, but now am generously giving a 2 rating. I say generously because after taking my yearly renewal fee, I cannot log on unless I click onto a link for a free week which obligates you to join a new subscription or decline a new subscription but does nothing to get me onto my already paid subscription. I’ve emailed and received a response saying they would get to me ASAP, but in the meanwhile, I’m losing weeks of access to a program I have paid for. This is not acceptable.",7ec07070-612e-4cb6-8c5e-aa6db4ea47e2
 content locked behind subscription: no free content,headspace,7/22/20225:38:00 AM,2,"I used to have this app back in 2020 because I was having trouble sleeping and I was going through a lot of anxiety and other things at the time and this was a great app to use, it had great meditation sessions, it had great sounds to help me go to sleep and all that stuff but now that I’ve re-downloaded it it’s absolutely awful. You literally have to pay for EVERYTHING. Which I find ridiculously inconvenient because right now it’s 1:35 AM and I have to go to work later today and I cannot sleep at all, I’ve taken four melatonin gummy‘s, I’ve taken a bath and I’ve drink tea and none of that is working. so I was just thinking I wonder what could help me go to sleep and then I remembered this app and I re-downloaded it being super excited because I was like I remember how great of an app this was and I don’t remember why I ever deleted it in the first place and I’m just so excited because it’s going to help me with all the stress and anxiety I’ve been going through and it’s really going to help me go to sleep but now that I’ve downloaded it I haven’t even had it for five minutes and I’ve already deleted it because you have to pay for everything it’s ridiculous. I miss the way it used to be",57e60ea6-7297-417f-9835-4c269b5a280a
 technical issue: Siri shortcut not working out for meditation,headspace,11/11/20215:05:00 AM,3,"I’m recently diagnosed with severe panic attacks following 911 calls and ER afterwards. When the attack starts, I can’t hold my iPhone because my body stiffens from lacking oxygen and too much CO2 in my body. So I would really appreciate the Siri Shortcuts and say to my iPhone, “Hey Siri, let’s meditate.” But Siri responds, “it’s beyond what I can do,” and won’t do anything after that. Simply none of the Siri Shortcuts are working with iOS 15.1. Hopefully this issue will get fixed soon.",97641f80-3d88-4ee9-90ed-b48fb8da174b
 content locked behind subscription: no free content,headspace,11/14/202112:20:00 AM,3,"You need a subscription to do everything, I made an account and clicked the anxiety and stress 5hing to help me, thought that my anxiety would be less hard for me but since you need a subscription, it’s hard because you need to pay and some people don’t have the money.",bd2022ae-9a24-46dd-8e9f-6dca25add54d
" kids content for sleep: helpful
content locked behind subscription: no free content",headspace,12/23/20213:15:00 AM,3,Headspace is amazing but it costs money it’s helps a lot .Butfor pepole like me I can’t I have a discount on a different app so I won’tpay money for this one till the discount endsbut only headspace have stuff for kids that my kids loveso if my kids I can’t sleep at night or I need to calm downthey cant before the was one thing to listen too or to meditate too but there isn’t they made it all cost money I think headspace should make at least onestory or one meditation .,531c6c5d-0426-4bbf-b5a0-2485092f1005
" content locked behind subscription: no free content
sleep management: helpful",headspace,1/6/20221:41:00 AM,4,"I loved this app, it helped me get to sleep every night, but I tried to use it to tonight and realized I had to pay just to fall asleep, I personally don’t think it should be payed for, but in all a great app (if your willing to spend the money)",4f3a5ce7-1a73-4a5b-898c-e65280e50a4b
"content locked behind subscription: no free content
high price:",headspace,8/24/20224:27:00 AM,4,"I’ve seen the ads on headspace to be
Honest it looked and seemed legit so I downloaded it thinking it could make a difference 🤷🏻‍♀️. When I was a bit shocked.. prices are a little to high and almost NOTHING is free expect for 1 class I think and 13-16 dollars for just a few difference’s may seem worth it good app but noting is free so kinda so use to it unless u wanna spend 13-16 bucks 🤷🏻‍♀️",5b7a040c-8b73-4b84-9c28-1d4398c3d3fc
"privacy concerns: about tracking personally identifiable information, suggest options to track items to the users
high price: cost too high
lifetime payment option request: ",headspace,4/25/20227:15:00 AM,4,"I will update this review hopefully as I actually experience Headspace, but at virtually $13 per month and the yearly costs, it would be both kind and wise to offer a palatable lifetime purchase option! Especially when you look at the inflation rises we are facing at this time! Thinking along that same line, paying for the app such amounts, I should NOT have to tolerate all the tracking you are doing, especially the amount that identifies me! Paying you for the app ANY APP FOR THAT MATTER should automatically relieve me of being tracked identifiably!!! You developers have long started taking too much liberty with a user’s privacy! You don’t need all that personally identifiable information for your app to work now, do you? I still treasure my privacy! I should AT LEAST have an option to turn off any tracking I truly don’t want.you certainly are the only developer who is taking too far. You aren’t even one of the worst privacy abusers. Some devs track everything, even sensitive or other information that is nebulously explained as simply sensitive or other information. That sounds like maybe hidden canmmeras are running as we step from the shower, or worse! Then, “make us pay for the rape!” You aren’t the worst privacy thieves, but you certainly can help clean up this environment! Would you please consider the lifetime payment option AND at least allow options on the tracking items? I would rather, however,if you just weren’t so noseyin the first place! Perhaps then your app would have a chance at five stars! Lastly, I pray this app is fully accessible to blind, low vision, and other disabled people! I hope I can just breeze through using your app! Thanks in advance for positively reconsidering purchase, privacy, and if necessary, accessibility of Headspace!",6fe36905-21c9-407f-8f32-59aeac339eb0
" daily streaks: helpful
track meditation minutes: helpful
meditation practice habits: easy to track and conduct meditation",headspace,7/30/20221:32:00 AM,5,"About seven years ago, I was in the most consistent meditation practice of my life, meditating twice a day every day for 15-30 minutes. Looking back, this practice helped cultivate the most inner peace and stability I’ve ever felt. I’ve fallen on and off the bandwagon since, but this app has sincerely helped me get back on track in such an easy way. It is designed to help people who may feel uncomfortable with the idea of mediation, to help those who think they’re “doing it wrong” or for those who have trouble sitting still or in silence. I think a lot of people misunderstand the “point” of meditation; Headspace does well to illustrate that the point is to slow down an overactive mind so that we can observe, but not attach ourselves to, the deluge of thoughts in order to create inner space so that you can see the world around you more clearly and without judgment. Additionally, Headspace keeps track of the minutes you’ve spent meditating and the daily streak of checking in, which are just little things that help to make us feel good about the time we’ve spent and to make it a little easier to hold ourselves accountable for taking care of ourselves. Whether you are prone to depression or anxiety, have difficulties falling asleep, trouble managing your priorities or letting anger get the best of you, among many other issues people face on a daily basis, there is a mediation (often several!) that, with CONSISTENT practice, will help to minimize those difficulties in daily life. Can’t recommend highly enough—worth every cent!",1f7934c9-7fb9-4cde-8b85-17acaf24a7a5
 guided meditation: helpful experience,headspace,2/15/20229:01:00 AM,5,"I never realized that many times a week or sometimes more then once in a day, my just sitting down, regrouping and listening to a positive message or guided meditation would help life be both more organized and more enjoyable ❤️ ty headspace",a2b7e60a-6e40-4927-90ec-789e023efb18
"meditation courses and singles:
mindful exercises:
monthly check-ins progress tracking
variety of options for meditator:
informative videos:",headspace,6/26/20221:41:00 PM,5,"I was skeptical at first, but I am so grateful I stuck with Headspace full time. The variety of options on offer is incredible and it truly caters to whatever skill level you are as a meditator. In addition to its wide library of meditation courses and singles, Headspace also offers an incredible selection of informative videos, mindful exercises, and monthly check-ins to track your progress. This app is amazing and you should download it today.",df1fe8f2-cdae-4913-8e99-32c48005d204
"request for space coin exchange based gaming for user engagement:
sleep stories request: Casper or Calm apps like features",headspace,1/24/20223:31:00 PM,5,They are good but they need to make a motivation system where you get space coins and can exchange them to dress up you character or something as well as sleep stories like Casper or calm or soothing pod as examples thank you and please take these in consideration,3fecd8c0-c34b-4dfa-ba32-9124f0432823
 relaxation: helpful for relaxing experiences,headspace,10/29/20237:45:00 PM,5,"I've subscribed to Headspace for 5years and it's been a game-changer for me: I'm way more relaxed, happier, and able to be less reactive and more accepting of curveballs that life throws my way. I highly recommend this app.",5e26a80a-e93b-4bad-b397-4d8c5f6fc250
 stress management: helpful experience,headspace,9/15/20221:34:00 PM,5,"I was on the fence about purchasing the unlimited app, but made the leap, and have been repaid 1000000%in benefits. At the height of COVID shutdowns, my counselor’s position was eliminated and I haven’t found a great therapist since. Headspace has been a daily, mandatory, at-my-fingertips tool to manage my stress as I navigate my emotions and mental health without counseling. It still holds a sense of community somehow and reminds me I’m not alone. I am so grateful for this team.",23e4c47c-6d92-4538-ac85-a6ea03f9aedb
 stress management: helpful experience,headspace,3/1/20221:15:00 PM,5,I have a holistic practice and not only would that not be possible had I not stumbled upon headspace but I wouldn’t have such a wonderful tool to help me decompress after heavy/hectic work days.,ff8c49cf-5f53-4f48-b405-65c6e4cdd7d3
 sleepcasts and sleep management: helpful experience,headspace,9/4/20235:15:00 AM,5,"I’m 10 and I suffer with with emetaphobia (fear of vomiting )my parent found out about this app so they started using it to try it out and they absolutely loved it my dad says the first 2 min he listens to the rain radio he falls asleep immediately so then my parents suggested that I should try it and before I used it I would wake up exhausted because I could not fall asleep but now I fall asleep write away and I feel so much betterespecially in the morning. I think it’s really worth it

Ps:one of the best sleep casts in my opinion is raindayantiques or rain radio (that’s the longer version).",38d6bb44-e82b-4d23-98ad-8f5781686674
 sleep management: helpful experience,headspace,7/27/20222:09:00 PM,5,"Personally as a beginner I love everything about it ,I sleep much better I feel much better I learn how to meditate etc ,if it’s a better app than this I need to know 💖",8d040e16-fd0a-40fa-9206-14574efa5159
" user friendly: easy to use
gender based voice selection feature: choice of male or female voice companion
helpful for relaxing: relaxing colors",headspace,7/3/20231:22:00 PM,5,"Love the ease of use, the relaxing colors, and the choice of a male or female voice companion.",57febbd9-c19d-4c5e-a6f4-b773c86506ea
helpful experience:,headspace,10/19/20221:54:00 PM,5,"I use the application daily and have a sense of calmness and able to handling things through the day 
Thank you Headspace 
~Brian Miller~",26c5ad83-a2ef-458c-a11e-da6252979bec
 daily meditation: helped developing habits of meditating,headspace,1/23/20224:25:00 AM,5,"This app has helped me make a habit out of meditating, in a large part because there is a daily meditation that starts off with introducing a new concept or variation for two minutes before getting into it. This has helped me deepen my understanding of the practice, while at the same time giving me a reason to come back day after day, year after year (this is my fourth year as a subscriber). Previously, I was just using the same recording over and over again, which got stale. With Headspace, the experience becomes familiar (in that you go through the same steps every day) while allowing me to develop curiosity by being exposed to the new concepts that help me refine the approach right away (a little like training wheels). Over the years it’s become routine enough that I can successfully meditate and lead others through meditation without the recordings.",53581427-939d-425e-b4ae-6774b517835f
 curated videos and meditations: helpful experience,headspace,5/19/20233:11:00 PM,5,I’m experiencing a lot of major life changes and loss and have been processing a fairly immersive state of grief. I feel grateful for Headspace’s curated videos and meditations that help me locate my inner resources to get through this tough chapter. Thank you!,3fd503c1-f3aa-4e4d-92d8-1e711760fdae
 anxiety management: helpful experience,headspace,4/17/20233:13:00 AM,5,Admittedly I spend most of my time in the solely time apps but the anxiety ones have been very helpful as welll,18261579-bf11-4931-87b8-4ce609021d63
 anger management: average experience,headspace,5/26/202212:44:00 PM,5,"Transforming anger meditation doesn’t work on my cockatoo though :(
Jokes aside, it really helped me not to get my emotions rule over me, not recognize unhelpful thoughts and to be overall more at peace.",78e887a4-3ba5-46fd-aceb-a9a1a4f57dd7
 driver rerouting: makes user wait,lyft,12/3/202111:04:00 PM,1,"in the last 4 months in new york city, with an abundance of drivers, all lyft does is charge you one price to wait for a car to come in 6 minutes (which is really 8 minutes) but when the car is 1 block from picking you up, the app will reroute the driver and reassign you a driver another 6 minutes away until ~they~ get one block from your apartment to start the process all over again until you are now running so late that you cancel all together and its now $100 to get a car in 3 minutes to go 3 miles. thanks big tech!",3b076567-477c-4090-b831-3221d0723afc
"support system for drivers in case of false accusations: in case of false accusations, drivers are terminated abruptly",lyft,3/30/202212:35:00 PM,1,"lyft as agreed by many of its drivers, is very inconsiderate of its drivers commendable efforts severally, when it abruptly terminates them without giving them a chance to correct any negligence, and or false accusations from problematic passengers.
unlike the well established and superior ride share company uber.",e4e95944-97c3-4553-bd84-d373de2d431a
driver stealing behavior: ,lyft,8/25/20227:32:00 PM,1,"i just had a driver with a lyft emblem in their front window steal a bag of power tools out of the cab of my truck at a job site. 
i came out to get a couple of tools and i hear something metallic hit the ground as i look up i see my phone charger sliding down the road and a car reversing down 200 feet to the nearest turn.",78cffab5-d75c-4fb5-ac23-2ed06a743975
"customer support: dispute over cancelled rides
advance schedule pickup: driver cancelled without waiting for ride booked in advance",lyft,12/19/20211:46:00 AM,1,there have been multiple times in the past few months that drivers will cancel upon pickup and i depended on the driver to get to places on time and i would even request a driver an hour i'm advance from when i need to get to a place because of it and today the driver called me to say he was outside (normally i'm already outside) but today i was getting a mask and when i answered i said okay thank you i'm coming outside and i didn't even take a minute to come out and he was gone and canceled on me and when i tried to request it said wait time for pick up was 40minutes !!! lyft please don't let them go unpunished for canceling on customers this has happened to me three times now or at least if they cancel have a backup for the customer smh horrible service,e921fe81-7f43-4e9e-aa76-b37668ea1932
 automatic charge for lost item return: unhappy with this policy,lyft,12/16/202112:45:00 AM,1,long time loyal lyft guy but just left my id in a car and there is an automatic 15 dollar charge to have lost property returned. seems incredibly stupid since there are so many other solutionsobviously happy to pay my driver for their time and effort if they can get it back to me but it makes lyft look like they're trying to profit off of it and feels disrespectful to the customer. just leaving the one star because even good companies can have bad policies and i'm sure it's helpful to surface them up so lyft can get back to being the best in the future.,fe296f28-47a7-4e01-b3a0-934a12fe8cae
" ride cancellation: cancel early pickup that cost higher
longer wait and higher charge: due to cancellation, ended up with long waiting time and higher ride charges",lyft,8/26/20223:09:00 PM,1,"so i selected a ride at a certain rate with a 3 minute pickup that was higher then the rate if i wanted to wait 20 min..

first driver canx the pickup
i ended up waiting 20 min and was still charged to increased amount for the quicker pickup as opposed to the lower rate for the 20 min rate

it is looking like lyft is broken and gouging riders for extra offers or up charges that they charge for then do not delivery on the selected up charged service.",c1cbf43a-4f7f-4b86-b2d1-66bc6c1c1c46
" ride cancellation and request for full refund: driver cancellations, if cancelled by rider, expectation of full refund
driver availability: take long time to find driver",lyft,2/15/202211:03:00 AM,1,you guys take forever to find a driver and i can't believe that to wait so long after i have had a long day of work i also i had a guy cancel on me today i because of him i forgot my wallet today if u guys have no right to cancel hard working people that are paying you and if a rider cancels on you i would expect a full refund because you guys are basically stealing money,5324127e-5f3f-4877-a3c3-1fa87a1ac04f
"payment method issue: card not accepted
high price: ",lyft,12/23/20212:39:00 AM,1,"my wife has visited me in methodist .hospital and back to peabody hotel n memphis every day for 4 days and cost ofeach ride was approximately $8 this ride charg was much higher
also don't understand why card wasn't accepted as we have used same card for uber and lyth since we have been here please explain",7daab43e-f09c-44f3-927c-6acb2b2e2826
"driverbehavior: rude experience
overcharged issues:
delayed refund: taking days to process, despite immediate charge from the account
no credit for bad experience: riders not reimbursed with credits for bad experience",lyft,2/17/20224:07:00 AM,1,had a rude driver who overcharged me & i had 2 pay the penalty after my horrible experience with customer service over the charge i was informed i had to wait 5 -7 business days for a refund when the immediately took the charge from my account & they wouldn't even give me a credit never using this rideshare app again & also informing the better business bureau about my experience uber is definitely way better,8c58cf0c-a7e2-46a8-9ae5-a733213c0ca0
"technical glitch: app shutdown and logging out
price surge: changes quickly
ride cancellations: ",lyft,8/13/202212:43:00 PM,1,"this app is terrible ride prices change every 5 secs literally 5 secs, my scheduled rides continuously get canceled, the app shuts down and logs me out this app is terrible period.",65cce7e6-5c4b-4129-ba38-4ba8d449c3be
 push notification: ad for become a driver,lyft,4/22/20224:27:00 PM,1,tried downloading lyft a few times so i can take a ride and it kept only showing me the ability for me to become a driver don't want to become a driver wanted to take a ride very disappointed with this app uber may be more expensive but much simpler to use,37dca80c-27d4-416e-b734-3f1bf1de5442
" bank verification: asked to verify bank cards, despite verified state
account access unusable due to verification issue: cash balance loaded deemed unusable due to verification issue
customer support: delay in fixing verification issues",lyft,11/26/20217:22:00 PM,1,so i've literally put 65 lyftcash on my app and it has been two weeks i've been in contact with them and they have not fixed it they keep telling me to verify my bank cards when i verified over four of my bank cards and they still are telling me i cannot use this account and they have over $65 worth of loose cash on my account they're basically just doing everyone's money and overcharging us and i hope they see this i would love to post a screenshot of the lyft cash i have they stole 65$ from me n won't let me use it even when i changed my bank cards 4 times,76e2bce4-10b4-4813-8ba2-b26ac3d7eadd
"high price:
long wait time: driver respnosne taking too long",lyft,3/14/20221:04:00 PM,1,what the heck is wrong with this company not only do i wait 45min to an hour for a driver to respond you guys charge about 60.00 just to go somewhere in town you guys are insane gonna lose customers let alone lose faith from them,2bb99e77-f2cf-47e0-ade7-bd30c7d5e4d4
"ride cancellation: 
false safety warning: for not wearing mask during ride that never happened
customer support: no way to contact about the false accusations
information on policy about false accusation and health concerns lacking:",lyft,3/1/20225:21:00 AM,1,so my ride was suddenly canceled oh ok cools no problem but the suddenly the next day lyft hits me a safety warning i'm guessing not wearing a mask but how is that possible if i never went in lyft ride is there someone i can contact about this incidenti checked the website and the app and there no way to prove i had this incident there's no information about false accusation and health not even giving a choice to pick other if you problems isn't listed either please help very upset,bc18fb48-76d5-4d62-a3f2-1729e136ae5d
"price surge: 
wait and save feature not worth it: 
ride cancellations: ",lyft,4/20/20224:32:00 PM,2,"if you're in a major city, and you order a wait and save app just before ya price surgeyou will be waiting for up to 2 hours just to get a ride probably because lyft doesn't like you taking advantage of their services, so they'll do whatever they can to get you to cancel a ride and reorder at a higher price.",ab7d1644-2ec4-4123-abee-121233d64904
" notes from riders ignored: incase drivers need to go around the building to pick up the riders
missed rides: drivers ignore the note to come around
request to improve driver communication: especially with pick up related concenrs",lyft,5/4/20223:05:00 PM,2,as much i enjoy the convinces of lyft i always think they need to have a better way in communicating with them and to actually be able to speak with someone about issues right away i stay in a back and my gate be closed i have missed so many rides because they won't take the time to come around the front i thought i would make it better by writing where to come to that did no good because the drivers claim they don't see the note that i wrote in the system saddens me because i have been a customer for about 5 years now and having to wait for your money to come back and pay again to get the right driver is very nerve racking when it happens more then once so annoying,19d3bf62-8502-4b0a-a99a-7ec0bed0404c
"long wait time, forcing to cancel rides: 
customer support: only if limited issues categories or leave feedback for completed rides",lyft,12/24/20211:45:00 AM,2,"you can only contact support if your issue falls under one of the limited categories listed in the app, and for leave feedback for completed rides (so you can't report a driver who is supposed to be picking you up but never responds to your callsand forces you to cancel after you've been waiting for 30 min).",240074e9-2aad-4609-afa1-8c2be2ecdfb9
 request for ride end button for multiple stops: incase plan changes suddenly,lyft,6/28/202212:38:00 AM,3,riders need an end ride button for when we plan multiple stops and plans suddenly change so that the driver isn't waiting nor riding the clock pretending not to have received the riders text or phone call.,cad5070f-23d9-4bd2-9b5c-bf94f99d48cd
" feedback system to the driver: easy way to send feedback regarding drivers
arrival eta: incorrect estimation around airport",lyft,5/9/20223:45:00 AM,3,"lyft makes it very easy to leave negative feedback on drivers, but doesn't hold itself accountable for poor performance of its algorithms at lax, with respect to driver etas at airport pickup location. tonight, and on several earlier occasions, the app has provided a driver eta which is wildly inaccurate. tonight the driver eta when i ordered the ride was 2 minutes at 8:13pm, the eta remained at 2-3 minutes for the next quarter of an hour, until he finally arrived at 8:28.is it possible that the app provides a false early eta that is tailored to a dawdling average customer riding a stop and go shuttle on a circuitous route, rather than an efficient speed walker? i am willing to be held to my commitment to arrive at a certain time, but lyft appears unwilling to accept a symmetrical commitment and appears to use its technology to deceive customers. please prove me wrong.",2eded7e2-c76a-4de4-8478-64c780c65fc8
pickup location in map issue:,lyft,4/12/20223:26:00 PM,3,"fix your map so i can be picked up again.
to find on gps
4600 east 250 north
midlandtx 76935
this address has typically worked before but to give landmarks, 250 loop north, turn right at play & paws, (across the road is 250 loop collision center) 1st right, 1st left and that's the place.",d2656b3e-9a51-4819-acf7-ea4e1d6601bf
"personal safety concerns: when app drops in middle of night without drivers
driver availability and price surging: price hike and trouble finding drivers
helpful driver reconnected and dropped safely:",lyft,6/13/20226:58:00 PM,4,"the drivers have been great, but sometimes the app drops me and i am stuck without a driver, sometimes in the middle of the night and having trouble finding another driver while the price is going up. fortunately my original driver reconnected with me and showed up after all, it's scary enough riding in the middle of the night with a stranger, but he was a really good safe person.",963566a0-16ea-430f-84ce-a4214fa1c863
"unauthorized charges: double charging on pending charges: 
professional drivers: happy with drivers",lyft,7/17/20224:50:00 AM,4,"in my pending charges it has charged me twice and took double the money still in pending charges, don't know if i'll get my $ back but the 35$ ride became 70 out of my account never done this before never had problems with my ride always finds a driver fast and drivers are professional",700ddaaf-7c56-4056-bbc9-22faf2466303
,lyft,12/6/20217:54:00 PM,5,"i need to be picked up from work today monday and tuesday and friday from work at kohl's at 10:30pm these days i want to know if someone will be able to come to get me the address to kohl's is 7990 hardwood avenue college grove minnesota going to 6123 carmen ave invergrove heights. hello this is zenovia harper and i need to be picked up from work today monday and tuesday and friday from work at kohls at 10:30 pm these days i want to know if someone will be able to car to come and get me from work the address to kohl's is 7990 hardwood hardwood ave., college grove minnesota i am going to 6123 carmen ave. and eva grove heights minnesota and i just need to know is if anyone will be able to come and pick me up and i will be able and i really appreciate it thank you very much goodbye",cf1ef584-32ca-4328-804d-d773b25e51b9
 ride convenience: love this experience,lyft,7/30/202211:08:00 AM,5,love the the covienance on time pinpoint pick up compared to the old conventional ways of calling waiting or flagging down cabs or worst showing the driver the route cause they dont know where your going lol that was the worst back in the days,1c4d359f-af5b-4a96-bb2c-626921928bbf
"ride cancellation on disable person:
refund request for ride cancelled on disable person:",lyft,7/9/202210:44:00 PM,5,the first driver given to cancled my ride on realising that im a wheelchair user but im happy for muhamad he was a very good driver please educate more on drivers about non descrimination and i want my 5 dollars of cancelation back to my account,c54261a0-0813-4ab5-894d-a62a35f61bc1
 light rail and walking path through airport feature: helpful,lyft,6/5/20221:19:00 PM,5,"i was traveling to seattle and trying to figure out the best way to get to my hotel. lyft app not only showed me i could use the light rail to get within a few blocks of my hotel downtown for only $3, but also navigated the walking path through the airport, the rail path while i was onboard the light rail, and the walking path to my hotel. this type of functionality makes me significantly more likely to start with lyft next time i want to open a ride app.",5630c8d2-bdda-41dc-b272-cc2f1e2fd309
"unauthorized charge: double charge from the bank
customer support: unhelpful in dispute resolution",lyft,2/27/20222:46:00 PM,5,i love lyft but right now im having problems that they take my money twice from the bank and i go to costumer support and they try to say something us but when i call my bank or i check my bank account they charge twice,b11bd843-688f-453c-af9c-ad37fde4bc58
,lyft,6/24/20225:34:00 AM,5,very friendly good service he should be training people i enjoyed my ride would suggest lift to anyone recommend craig great person felt very safe,a58ad9af-0cab-476d-a967-2a8d54d4839c
"driver behavior: professional and personable attitude
clean vehicle: ",lyft,6/25/20229:49:00 PM,5,"is there something to say about women drivers from a man and all i can say about this driver was she was exceptional, professional, clean, the car was clean, knowledge of the area and brought me right to my destination with no hiccups making it a pleasurable ride as if i was maybe in the clouds getting a slice of heaven. it's nice to have real people beautiful people around you still i would recommend her to anyone who needs a ride because i've had some pretty challenging ones of times but eva rocks",61e16a69-442d-445c-9574-49ac124fec47
,lyft,12/2/20217:12:00 PM,5,"grateful heart right here appreciate this application on my platform and i truly i'd love to drive for you guys from what i understand working with youi can drive your vehichle and i'll be doing something with my extra time 
 ",ea553fa1-394e-4ace-b6b9-a43a22f8e3ec
personable driver: ,lyft,4/27/20223:26:00 PM,5,sometimes it just takes a friendly smile and i love your conversation to make a bad person feel good your driver encouraged me to smile on my way to the doctor and it helps a lot thank you for having her as a driver,3cc12693-3435-455f-8ce7-c15a65fb6006
 helpful driver: helped in dropping home despite incorrect destination input from the rider,lyft,8/1/20222:33:00 AM,5,"i'm not from atl and me and my son got lost and didn't know our correct hotel name and he could have just left us out here and chose to help and get us home safe , thank you he is 11 and was scared being out there lost",87a99000-bb0d-4994-ade6-1c83a0b3f09d
"beginner friendly: 
manipulated transaction execution: not free, delay buy or sell if not in favor of the app (to make money)
charts and articles: lacks compared to competitor app
customer support: lacking",robinhood,2/5/20212:43:00 AM,1,"Very simple to understand, and a great way for newer investors to jump in the stock market. One thing lacking is better charts and more articles, Webull does a great job there but due to simplicity. I have been using this app since 2016, it’s a good way to jump right in and gain market experience, but Robinhood is not free, the way they get money is by executing stock buys at higher that current bid, if market is red tough luck they won’t let you sell let alone log in most times, if something worth buying Robinhood restricts purchasing it or if you own and want to sell takes ability to sell away until price action is unfavorable, but worts of all they have zero support so if you run into trouble tough luck take the loss or deal with it as they will not answer or will send u a message to read their forum for answers. So the app is great to gain market experience, but a costly way to do so.",993a0acd-10d5-4e6e-9022-86998e854e71
"user control during volatile stock market: restrict users' control to their personal funds, portfolio
user interface: decent",robinhood,1/28/20219:50:00 PM,1,"This recent fiasco with GME and the other “extremely volatile” stocks marks in my experience with the app the second time this app has taken away control from my portfolio. I understand the high volume to the platform and the strain it causes on their servers, however removing my control, as well as other users’s control, from their personal funds in inexcusable. This is especially despicable as trading on these stocks is still permitted by the “professionals”.

For a company whose name is based on taking wealth from the rich and distributing to the less fortunate, they have certainly displayed where their alliance truly lies. 

I am looking forward to monitoring the upcoming legal actions against this institution and others like them who continue to exploit the 99% through actions and loopholes they are so quickly to fight and plug when not in their favor. 

Ultimately this app was a great idea with a decent interface but the underlying principles and execution leave me yearning for increased scrutiny, regulation, and accountability for the vampire class that permeates Wall Street and its surrounding institutions.",c260ff63-a84e-468c-944f-959ed870458d
"user control during volatile stock market: restrict users' control to their personal funds, portfolio
user interface: friendly for professional and beginners alike",robinhood,1/28/20212:00:00 PM,1,"For the app that purports to be democratizing investments for the everyman (an app that is literally named after a 14th century English folklore outlaw-hero who steals from the rich and gives to the poor), Robinhood's recent ban on buying certain stocks came as a surprise.
The mania surrounding certain stocks, specifically G***stop, is, indeed, insane and volatile, but it is rooted in the rules and systems that Wall St FiDi bros have toyed around with for decades. 
Robinhood has put their thumb on the scale and manipulated a market where their whole selling point before was freedom, transparency, and, crucially, neutrality.
It is interesting that this comes at a time where Twitter and Facebook are facing backlash for censorship, pushing fringe voices even further into the fringe. Here, Robinhood has done the same, but with even worse intentions (RH is protecting hedge fund capitalists and the Old Guard Wall St, while FB and Twitter were trying to silence racists and riot-inducing conspiracy theories.)
Robinhood has a great user interface, and is very intuitive for novice and professional investors alike. However, by controlling what people can or cannot buy, they have permanently stained their reputation and lost trust with many users, this one included. 1-star.",05a4c34a-6df1-4885-a4fc-b88b04f6a7c3
"user control during volatile stock market: restrict users' control to their personal funds, portfolio
earn profit: lost due to market manipulation",robinhood,1/28/20213:15:00 PM,1,"To shut down buy orders on multiple stocks which are rallying behind retail investors is the epitome of market manipulation in the name of big money. A lot of people believed this platform to be in an in road for retail traders to finally make gains on markets which have been dominated by big money for decades; however, the actions by Robinhood on 1/28 show that they will always pander to those entities who have infinitely more funds than the average person. The amount of money lost by average people due to this level of market manipulation was and is astronomical, and I hope this entire platform burns because of how apparent the aforementioned has become.",818ed100-29d3-4962-a9c9-2fe1d399d329
user control during volatile stock market:,robinhood,1/28/20216:10:00 PM,1,"With the rise of user generated growth, Robinhood and the “Men in Suits” pulling the strings have violated their promise of “democratization of investing for the people.” When the hard-working Americans begin to taste the success, all of the stocks have been manipulated in Robinhood under the false pretense of “market volatility.” Yes, the market is volatile, that’s how it works. However, they have taken away the right to trading and have restricted the purchasing of specific stocks that pose a risk to the “men in suits” who did not account for the people to make such an impact. This puts their great wealth at risk and they don’t want to share their great wealth. Thus, the market manipulation of Robinhood, the app that is supposed to be for the everyday person, but is clearly just another tool for the super wealthy.",9bdcb545-5355-4680-8fcc-9bab1dd104f6
beginner friendly:,robinhood,10/28/20219:36:00 PM,1,I started out as any poor chap as many do and within 6 months of using the hood I learned a lot! It’s great entry level platform as it will let you push buy and sell buttons on your favorite stocks when they are being neglected. But as I advanced my strategies I learn more and more about the advanced strategies being used to con the investor and thou I lay in bed with these RATS and I say that politely cause think of how rats live But the biggest problem I have is not rats it is that it’s hard to rid rats when when your use to city rats you don’t know how big these rats can get unless you have millions to buy the light to expose them. In conclusion you wanna buy and hold find a better broker but this one will do if you wanna learn if you wanna be successful find another broker it won’t take long for you to see they are just like rats on city streets and I’m not talking about there employees I’m talking about there platform,423e776c-7d6e-498f-bae1-f58a107bd75d
